,CIMS-MN-053-SH-M-N-MN-M05688-240322_S29,CIMS-MN-060-SH-K-N-MN-M05688-240322_S12,CIMS-MN-067-SH-K-N-MN-M05688-240322_S19,CIMS-MN-064-SH-M-N-MN-M05688-240322_S40,CIMS-MN-067-SH-M-N-MN-M05688-240322_S43,CIMS-MN-069-SH-K-N-MN-M05688-240322_S21,CIMS-MN-069-SH-M-N-MN-M05688-240322_S45,CIMS-MN-051-SH-M-N-MN-M05688-240322_S27,CIMS-MN-051-SH-K-N-MN-M05688-240322_S3,CIMS-MN-063-SH-M-N-MN-M05688-240322_S39,CIMS-MN-055-SH-M-N-MN-M05688-240322_S31,CIMS-MN-063-SH-K-N-MN-M05688-240322_S15,CIMS-MN-055-SH-K-N-MN-M05688-240322_S7,CIMS-MN-078-IH-MN-M05688-240322_S48
OG0003133primerGroup3,50,61,57,101,116,220,194,235,267,696,771,1135,1329,1428
OG0003134primerGroup8,15,21,22,38,46,73,74,69,82,222,298,479,442,688
OG0003135primerGroup2,15,16,25,49,45,69,71,88,80,310,296,408,476,395
OG0003138primerGroup2,84,71,59,138,152,118,107,250,263,698,651,980,1361,1060
OG0003139primerGroup5,7,4,5,10,21,17,19,30,25,119,126,90,114,288
OG0003140primerGroup0,38,29,21,56,60,105,103,137,90,344,417,541,593,823
OG0003141primerGroup2,0,3,3,5,4,9,13,10,7,35,26,61,55,104
OG0003142primerGroup2,25,27,22,43,72,77,104,122,93,357,397,448,533,618
OG0003143primerGroup6,48,64,69,121,129,217,255,298,266,764,789,1217,1280,1609
OG0003144primerGroup7,69,53,80,138,135,285,238,278,232,702,714,917,1348,1344
OG0003146primerGroup4,32,36,38,92,104,162,157,204,170,490,559,680,783,964
OG0003147primerGroup4,28,29,32,44,55,81,107,129,112,291,394,450,479,888
OG0003150primerGroup0,50,43,46,78,76,150,139,186,178,505,535,730,882,871
OG0003151primerGroup4,13,15,11,46,40,50,84,94,80,194,304,321,359,668
OG0003154primerGroup8,34,54,45,108,88,154,147,217,172,465,418,773,770,829
OG0003155primerGroup3,43,37,31,113,81,92,162,167,140,457,494,535,707,976
OG0003157primerGroup7,15,11,17,37,42,59,75,85,89,270,299,390,393,685
OG0003158primerGroup0,32,29,19,86,68,129,128,119,122,516,477,645,756,640
OG0003159primerGroup9,30,30,30,62,57,107,121,137,139,386,569,671,758,1144
OG0003160primerGroup1,68,66,96,126,181,258,302,347,288,799,839,1257,1410,1631
OG0003161primerGroup0,5,10,0,15,17,27,19,20,21,84,81,129,86,159
OG0003162primerGroup0,20,33,32,89,74,121,117,148,154,412,355,499,630,597
OG0003163primerGroup9,15,12,16,31,22,52,47,66,49,182,200,329,362,319
OG0003164primerGroup6,53,43,45,72,79,118,111,188,156,468,503,723,881,731
OG0003165primerGroup0,44,36,45,103,114,138,169,222,180,509,576,832,739,1153
OG0003166primerGroup4,18,21,21,53,45,81,87,106,108,297,331,394,481,655
OG0003167primerGroup4,25,18,36,44,63,87,97,153,107,339,422,538,522,934
OG0003168primerGroup5,12,14,16,35,22,50,46,59,61,199,238,315,347,719
OG0003169primerGroup0,30,31,44,78,116,136,167,192,157,542,619,838,820,1224
OG0003170primerGroup8,48,75,57,98,101,187,138,159,217,587,552,973,1166,637
OG0003171primerGroup7,35,33,32,75,58,92,87,124,103,363,381,547,569,604
OG0003172primerGroup0,40,37,56,107,98,163,165,200,212,506,520,788,936,843
OG0003174primerGroup0,22,22,20,49,52,89,100,132,105,305,400,502,445,1009
OG0003175primerGroup4,59,52,76,124,124,200,196,203,218,73,727,108,1183,1081
OG0003176primerGroup1,8,15,13,24,21,0,2,49,32,98,131,165,207,242
OG0003177primerGroup1,47,28,47,106,79,172,148,178,154,483,452,707,819,694
OG0003178primerGroup6,54,53,68,138,175,240,249,304,268,755,710,1001,1236,1167
OG0003179primerGroup2,2,9,5,13,18,18,24,26,16,78,180,88,187,200
OG0003180primerGroup1,35,51,59,92,94,146,171,201,177,438,424,724,690,689
OG0003181primerGroup8,75,92,81,209,208,290,385,455,363,933,869,1220,1542,1180
OG0003182primerGroup4,55,91,76,107,149,253,237,273,219,678,661,1121,996,1365
OG0003183primerGroup2,19,21,24,34,31,47,49,54,61,201,202,263,298,358
OG0003184primerGroup6,34,34,47,281,59,128,148,144,155,402,456,685,679,965
OG0003185primerGroup0,36,32,34,68,65,160,135,156,148,398,405,649,749,785
OG0003186primerGroup1,24,19,41,42,48,68,84,89,103,289,303,358,343,449
OG0003187primerGroup1,54,70,93,141,133,229,210,279,232,731,745,1027,1036,1106
OG0003188primerGroup4,42,49,46,83,109,139,200,203,158,505,515,718,808,905
OG0003189primerGroup0,33,49,39,95,88,137,135,173,172,460,497,750,810,785
OG0003190primerGroup4,26,39,36,91,85,141,154,144,152,472,564,736,743,901
OG0003191primerGroup0,49,80,61,97,157,221,299,333,224,759,934,1081,1120,1762
OG0003192primerGroup8,19,14,21,38,34,86,58,73,76,257,315,372,476,604
OG0003193primerGroup1,32,41,45,54,71,130,121,118,133,444,432,660,769,777
OG0003195primerGroup2,27,32,25,63,61,100,116,133,112,389,436,488,634,632
OG0003196primerGroup3,29,30,41,57,59,111,108,121,106,398,419,614,689,642
OG0003197primerGroup4,23,10,28,42,48,68,83,83,76,253,284,306,437,522
OG0003199primerGroup7,30,41,33,78,69,141,139,137,152,441,404,628,712,633
OG0003200primerGroup9,57,75,80,140,108,270,226,227,243,637,657,1017,1243,1029
OG0003201primerGroup8,59,63,75,116,136,270,217,265,278,702,630,1136,1198,1112
OG0003202primerGroup0,52,67,60,88,93,205,196,126,147,773,710,962,1100,1154
OG0003203primerGroup3,39,56,60,76,114,190,207,227,187,582,661,910,1118,991
OG0003204primerGroup0,18,9,12,23,32,47,67,76,46,199,276,254,274,562
OG0003205primerGroup2,31,33,32,54,62,102,102,140,95,354,493,554,630,958
OG0003206primerGroup0,29,50,47,70,73,114,164,165,143,466,552,605,673,887
OG0003207primerGroup6,33,52,33,97,77,122,148,157,124,387,353,520,600,471
OG0003208primerGroup0,18,34,24,48,46,77,75,96,64,322,358,539,496,627
OG0003209primerGroup1,0,0,0,2,3,0,6,2,2,13,18,26,19,43
OG0003210primerGroup4,52,40,32,79,97,169,185,206,150,583,621,805,871,1050
OG0003211primerGroup2,45,67,69,107,111,248,217,219,229,641,629,972,1221,1000
OG0003212primerGroup2,83,95,106,154,182,349,311,381,333,971,884,1423,1596,1585
OG0003213primerGroup1,38,40,45,73,102,168,128,169,164,446,452,855,818,806
OG0003214primerGroup8,45,46,24,70,84,133,109,145,158,396,394,596,649,678
OG0003215primerGroup0,4,6,6,13,12,17,18,24,24,51,55,68,61,75
OG0003216primerGroup9,50,61,53,145,113,214,208,252,217,553,515,791,1012,674
OG0003217primerGroup1,66,71,84,164,137,229,293,307,249,701,695,1028,1112,1201
OG0003218primerGroup2,17,30,19,46,45,96,112,120,113,267,358,457,496,596
OG0003220primerGroup5,53,63,84,113,134,214,271,287,214,620,669,1006,998,1262
OG0003221primerGroup6,75,78,62,148,148,9,5,237,303,694,750,1177,1426,1305
OG0003222primerGroup4,46,50,73,108,96,225,171,228,236,607,638,894,1132,899
OG0003223primerGroup9,183,76,59,1565,149,90,106,352,255,848,788,1058,1236,1204
OG0003224primerGroup0,27,17,15,31,56,45,68,80,91,281,293,371,427,548
OG0003225primerGroup8,32,36,47,63,92,104,159,177,120,390,506,658,687,943
OG0003226primerGroup0,32,24,21,42,36,79,118,119,81,283,345,398,413,752
OG0003227primerGroup3,38,32,34,76,73,151,158,173,146,469,496,629,857,784
OG0003228primerGroup4,25,28,35,55,55,92,103,127,117,391,401,569,562,854
OG0003229primerGroup0,52,38,50,60,69,158,129,158,154,401,417,627,645,598
OG0003230primerGroup0,37,25,39,71,88,103,134,171,103,443,415,501,680,708
OG0003232primerGroup8,36,37,44,99,106,136,194,218,149,541,630,823,838,1115
OG0003233primerGroup5,27,41,44,71,79,111,121,152,119,438,490,539,681,1047
OG0003234primerGroup0,15,12,13,34,36,57,60,72,47,209,235,305,285,429
OG0003235primerGroup0,56,43,47,103,110,163,169,203,184,556,620,819,957,1029
OG0003236primerGroup5,42,48,52,116,135,138,237,234,199,656,703,888,1015,1120
OG0003237primerGroup7,30,25,17,44,54,94,93,104,95,276,365,408,491,784
OG0003238primerGroup7,35,37,41,71,75,123,136,156,155,471,511,646,776,1036
OG0003239primerGroup0,11,10,18,28,25,51,64,56,56,219,276,352,364,443
OG0003241primerGroup6,41,52,40,118,101,122,143,186,187,504,484,622,880,752
OG0003242primerGroup8,52,49,67,184,154,229,261,293,239,709,714,933,1138,1009
OG0003243primerGroup7,26,21,21,58,35,94,102,137,94,299,330,446,530,685
OG0003244primerGroup0,47,60,59,125,119,143,205,240,175,600,586,765,897,1021
OG0003245primerGroup8,34,48,49,99,102,134,180,223,185,564,579,709,864,970
OG0003246primerGroup0,10,15,12,18,17,46,49,51,54,190,199,275,295,352
OG0003247primerGroup0,78,53,49,120,120,220,197,212,223,643,629,880,1117,1268
OG0003248primerGroup2,36,51,59,79,90,148,148,158,178,508,543,779,930,1170
OG0003249primerGroup4,3,3,3,7,6,13,21,23,10,61,76,54,67,165
OG0003250primerGroup1,19,25,18,70,73,107,136,154,112,490,479,519,734,889
OG0003251primerGroup5,44,55,54,109,88,151,187,201,194,521,574,775,1055,897
OG0003253primerGroup0,46,60,40,94,142,157,220,247,173,604,695,865,972,1399
OG0003254primerGroup2,24,47,36,96,75,117,118,133,163,451,505,680,814,925
OG0003255primerGroup0,5,4,13,14,11,23,22,37,37,74,164,152,243,206
OG0003256primerGroup6,43,38,44,92,100,169,171,222,168,574,651,903,1021,1270
OG0003257primerGroup8,70,79,49,115,104,169,167,251,221,645,712,909,1209,996
OG0003258primerGroup6,43,68,63,102,101,168,168,190,204,611,632,897,1082,846
OG0003259primerGroup2,49,41,47,88,107,167,172,174,182,598,542,770,933,936
OG0003260primerGroup3,9,13,6,21,27,31,38,50,44,169,183,210,283,389
OG0003261primerGroup1,51,47,39,87,111,133,175,247,159,501,548,749,834,1143
OG0003262primerGroup0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
OG0003263primerGroup8,30,34,34,74,51,94,91,122,110,342,335,449,554,454
OG0003264primerGroup9,75,71,91,114,177,246,298,312,303,891,945,1191,1393,1867
OG0003265primerGroup3,34,41,54,69,75,110,130,150,144,365,414,519,645,655
OG0003266primerGroup9,54,61,61,148,107,200,184,198,243,676,532,797,1181,805
OG0003267primerGroup6,26,33,31,62,74,95,150,134,127,356,423,500,586,717
OG0003269primerGroup4,40,48,29,114,78,125,136,190,150,466,481,647,814,815
OG0003271primerGroup8,25,27,19,55,48,58,112,148,88,308,391,413,491,876
OG0003274primerGroup0,19,31,33,67,66,94,112,147,129,414,451,571,664,700
OG0003275primerGroup3,12,9,13,19,13,42,46,32,25,167,193,202,252,325
OG0003276primerGroup8,29,37,37,72,82,100,153,209,130,458,484,580,654,862
OG0003277primerGroup1,48,52,49,98,111,154,183,220,218,550,598,821,980,1142
OG0003278primerGroup0,45,48,56,112,133,166,241,236,200,667,738,1036,1091,1158
OG0003279primerGroup2,29,31,23,55,67,89,115,126,128,365,418,633,660,716
OG0003280primerGroup6,27,28,35,61,75,125,105,159,114,378,378,558,619,709
OG0003281primerGroup0,54,48,50,71,119,144,192,244,183,529,533,810,874,920
OG0003282primerGroup7,31,32,32,55,74,115,102,132,139,443,447,640,682,867
OG0003283primerGroup6,37,48,38,98,93,9,7,165,178,589,573,866,1038,1042
OG0003284primerGroup4,0,0,0,0,2,2,0,0,3,15,31,25,13,70
OG0003285primerGroup6,33,36,57,63,96,150,174,193,139,512,530,637,842,755
OG0003286primerGroup2,60,56,57,128,113,193,206,244,233,692,652,909,1029,794
OG0003287primerGroup4,15,15,11,29,20,33,27,55,50,129,152,212,233,210
OG0003288primerGroup5,17,28,17,58,48,77,82,95,97,328,360,489,530,266
OG0003289primerGroup8,43,37,35,82,102,150,184,181,146,479,526,742,748,1056
OG0003290primerGroup9,31,23,34,72,63,101,123,145,125,376,425,561,509,879
OG0003291primerGroup0,23,18,35,47,40,91,113,108,102,200,219,303,418,447
OG0003292primerGroup0,21,23,29,312,60,80,112,118,109,328,398,517,571,823
OG0003293primerGroup8,0,5,0,7,6,13,8,6,24,39,52,60,105,69
OG0003294primerGroup0,19,21,21,66,49,78,83,92,90,397,359,448,614,568
OG0003295primerGroup0,22,18,33,55,49,97,84,104,109,334,313,423,531,402
OG0003297primerGroup0,36,31,37,107,73,140,134,175,178,479,364,697,651,622
OG0003298primerGroup4,42,39,43,87,100,143,203,213,178,479,491,727,755,905
OG0003299primerGroup0,47,60,72,126,135,236,274,270,249,705,732,999,1097,1239
OG0003301primerGroup4,21,33,26,53,63,94,96,79,94,286,349,496,609,559
OG0003303primerGroup8,38,42,54,105,101,134,131,149,170,483,440,704,836,720
OG0003304primerGroup1,45,56,51,118,113,172,223,256,211,680,714,968,1096,1019
OG0003305primerGroup7,90,102,96,176,233,309,342,345,335,942,918,1312,1429,1241
OG0003306primerGroup7,47,41,40,99,98,179,202,219,177,525,518,712,804,801
OG0003307primerGroup0,16,28,19,49,53,75,110,102,83,266,298,510,489,568
OG0003308primerGroup3,24,27,27,62,73,98,149,174,121,376,487,536,580,951
OG0003309primerGroup0,32,47,46,96,94,141,144,194,141,464,552,652,722,818
OG0003310primerGroup2,59,56,60,123,149,230,244,296,230,745,884,1193,1264,1357
OG0003311primerGroup3,61,61,81,154,197,277,289,322,290,874,913,1279,1477,1643
OG0003312primerGroup2,46,50,75,127,124,181,187,223,224,590,619,794,1010,1008
OG0003313primerGroup3,10,11,10,33,36,57,78,71,52,187,286,285,416,356
OG0003314primerGroup6,45,52,57,115,92,136,104,157,155,445,444,674,757,718
OG0003315primerGroup8,42,44,52,103,120,146,200,231,242,589,597,937,795,1227
OG0003316primerGroup7,6,7,6,15,12,27,21,40,27,135,102,231,163,340
OG0003317primerGroup9,21,15,13,51,44,77,87,69,89,227,345,358,374,764
OG0003318primerGroup5,0,4,5,3,5,14,13,9,7,46,55,54,71,133
OG0003320primerGroup1,5,11,9,14,6,17,23,14,41,53,98,86,135,186
OG0003321primerGroup4,54,41,65,107,90,176,148,179,232,535,468,1044,1002,854
OG0003322primerGroup9,83,79,100,222,175,243,266,318,354,990,897,1326,1637,1291
OG0003323primerGroup5,38,30,26,62,58,105,121,112,108,328,515,499,620,990
OG0003324primerGroup6,41,48,52,112,122,148,167,198,161,448,482,727,786,871
OG0003325primerGroup1,39,42,39,77,80,130,136,164,161,487,445,658,867,648
OG0003327primerGroup8,20,33,27,55,77,106,100,119,125,376,404,524,575,925
OG0003328primerGroup8,37,38,48,86,99,177,168,200,141,495,471,703,778,982
OG0003329primerGroup8,59,38,55,93,80,139,157,201,173,489,545,755,786,1089
OG0003330primerGroup1,68,84,77,135,154,270,298,330,332,842,906,1200,1375,1407
OG0003331primerGroup9,14,17,14,35,42,41,73,74,71,218,303,266,324,621
OG0003332primerGroup7,34,38,38,86,61,123,137,156,139,409,410,628,645,687
OG0003333primerGroup1,70,69,79,152,154,254,295,336,273,788,844,1176,1218,1531
OG0003334primerGroup9,34,36,32,100,93,143,167,184,165,479,594,741,861,1484
OG0003335primerGroup6,20,30,18,40,50,73,93,102,87,260,316,402,361,811
OG0003336primerGroup5,59,68,78,122,96,191,177,225,226,612,611,942,1201,1031
OG0003337primerGroup5,46,89,61,113,150,218,218,227,234,647,743,1059,1254,1405
OG0003338primerGroup7,51,72,38,89,79,170,161,177,163,488,602,655,1089,1008
OG0003339primerGroup8,41,29,31,89,71,126,131,142,137,492,508,605,837,803
OG0003340primerGroup2,39,44,45,87,93,130,134,178,156,425,494,641,680,832
OG0003341primerGroup1,38,46,59,110,126,151,220,281,213,551,586,843,932,1208
OG0003342primerGroup6,24,39,34,94,82,114,153,167,177,457,477,658,780,873
OG0003344primerGroup6,33,35,30,61,47,88,111,108,99,379,405,529,553,746
OG0003345primerGroup9,15,34,18,63,47,86,83,99,101,282,326,374,535,523
OG0003346primerGroup5,33,39,22,59,80,100,148,161,178,482,546,680,808,1249
OG0003347primerGroup0,33,47,48,106,89,166,178,197,156,477,497,635,1016,681
OG0003348primerGroup1,43,54,54,107,103,168,150,182,191,545,604,760,1016,917
OG0003349primerGroup7,45,56,80,136,112,181,201,193,228,725,633,913,1233,890
OG0003350primerGroup2,48,76,74,163,117,229,213,268,256,697,620,925,1243,893
OG0003351primerGroup5,27,35,43,104,80,110,157,154,142,474,469,683,816,899
OG0003352primerGroup2,11,11,14,25,27,58,58,73,53,240,286,328,374,486
OG0003353primerGroup8,20,15,17,43,25,56,80,71,79,253,280,295,485,438
OG0003354primerGroup0,56,53,62,117,102,206,187,202,233,692,604,927,1245,1034
OG0003355primerGroup4,77,86,84,161,202,304,253,345,328,895,948,1251,1615,1380
OG0003356primerGroup0,11,21,26,40,33,98,95,61,60,218,300,337,382,517
OG0003357primerGroup2,16,15,14,33,60,61,113,37,28,276,321,377,415,679
OG0003358primerGroup2,10,7,11,23,28,37,63,67,64,203,259,267,327,565
OG0003359primerGroup0,50,61,71,93,120,190,239,281,244,666,778,984,1077,1496
OG0003360primerGroup3,40,51,49,67,80,116,153,205,137,531,585,668,774,1219
OG0003361primerGroup3,47,50,72,113,96,161,158,236,207,534,651,895,997,1360
OG0003362primerGroup4,41,36,43,85,70,129,125,133,166,502,495,714,845,942
OG0003363primerGroup6,7,18,13,27,25,51,52,62,52,182,239,296,349,466
OG0003365primerGroup1,32,43,30,87,98,117,149,175,162,512,568,683,770,819
OG0003366primerGroup5,38,32,29,72,78,121,121,142,126,381,345,450,625,617
OG0003367primerGroup1,21,55,32,61,76,91,119,144,108,416,507,669,620,1173
OG0003368primerGroup5,15,16,10,39,44,72,75,71,72,200,246,320,363,374
OG0003369primerGroup3,50,57,55,120,114,179,161,247,197,513,587,715,822,895
OG0003370primerGroup3,34,56,57,124,110,203,166,200,242,592,553,823,1008,881
OG0003371primerGroup6,68,71,81,118,152,283,258,309,318,730,777,1218,1364,1422
OG0003372primerGroup8,10,49,17,36,32,201,144,56,61,584,539,886,1151,750
OG0003373primerGroup4,33,48,25,54,72,123,163,201,125,443,537,643,702,1113
OG0003374primerGroup4,27,21,29,69,74,94,129,129,125,408,412,547,618,759
OG0003375primerGroup4,17,20,9,26,26,55,35,53,49,133,182,247,267,257
OG0003376primerGroup1,38,40,55,75,69,116,124,160,156,450,438,605,744,683
OG0003377primerGroup7,19,31,28,65,75,103,120,129,111,300,363,505,545,721
OG0003378primerGroup4,51,51,56,106,106,199,171,186,199,505,553,672,939,979
OG0003379primerGroup5,38,31,26,52,56,92,96,119,116,341,382,495,650,600
OG0003380primerGroup6,86,81,97,168,186,265,224,285,301,756,870,1221,1477,1412
OG0003381primerGroup4,47,70,54,108,105,181,201,254,213,649,749,992,1129,1235
OG0003382primerGroup5,36,26,24,66,76,109,172,166,128,559,652,749,777,1405
OG0003383primerGroup2,42,44,40,57,71,109,122,162,143,423,439,719,737,858
OG0003384primerGroup1,18,11,13,22,21,36,35,34,56,85,112,143,147,230
OG0003385primerGroup0,30,31,23,81,71,115,96,131,153,454,508,659,795,741
OG0003386primerGroup9,53,49,53,101,123,172,167,234,158,525,593,868,912,1244
OG0003387primerGroup3,37,31,44,46,80,131,150,170,139,530,569,852,967,1047
OG0003388primerGroup5,14,3,9,18,13,28,37,42,36,133,185,183,176,447
OG0003389primerGroup0,48,35,41,118,118,179,194,249,186,593,684,860,954,1160
OG0003390primerGroup8,52,48,43,148,120,209,204,250,198,588,587,897,1020,877
OG0003393primerGroup6,33,35,36,61,40,99,150,143,118,342,500,559,649,992
OG0003397primerGroup8,5,2,6,5,9,13,24,21,14,68,118,108,107,242
OG0003400primerGroup0,35,51,73,107,98,168,176,200,166,469,503,688,776,955
OG0003403primerGroup5,74,69,70,126,146,55,101,295,240,692,689,960,1278,1210
OG0003404primerGroup7,33,44,41,85,94,144,146,164,156,425,491,654,755,1058
OG0003405primerGroup1,25,21,39,65,42,96,73,91,110,276,354,564,562,759
OG0003406primerGroup0,31,33,42,81,77,129,122,146,130,426,421,614,804,538
OG0003407primerGroup4,34,29,32,63,52,101,116,155,115,399,482,581,675,864
OG0003408primerGroup6,49,45,48,118,120,180,161,210,231,580,544,775,954,841
OG0003409primerGroup6,24,34,28,62,53,88,97,129,102,312,344,461,511,533
OG0003410primerGroup3,27,31,25,55,46,83,115,113,89,447,457,634,666,532
OG0003486primerGroup1,11,10,20,36,32,49,79,57,70,163,200,264,261,404
OG0003487primerGroup5,47,42,44,87,89,133,164,203,202,516,654,836,993,1548
OG0003488primerGroup0,31,36,33,71,76,110,110,146,125,338,437,579,697,655
OG0003489primerGroup5,43,47,43,85,91,165,141,179,189,474,577,819,986,795
OG0003490primerGroup3,76,61,94,162,178,277,313,374,328,817,860,1344,1373,1359
OG0003491primerGroup5,96,95,89,133,204,271,287,384,313,912,893,1320,1549,1272
OG0003492primerGroup3,20,34,35,56,63,107,117,124,130,355,393,577,732,748
OG0003493primerGroup0,77,78,75,123,125,198,222,298,251,765,704,961,1190,1073
OG0003494primerGroup0,38,35,33,69,50,142,101,156,118,436,424,581,770,599
OG0003495primerGroup3,25,34,25,61,57,51,134,145,123,366,405,501,553,714
OG0003496primerGroup7,61,53,66,105,148,220,215,260,231,588,565,870,964,836
OG0003497primerGroup7,2,5,2,10,6,3,2,23,16,72,81,91,95,222
OG0003498primerGroup6,34,61,47,94,97,180,175,197,167,535,541,768,898,961
OG0003499primerGroup5,6,5,12,23,19,36,34,43,30,170,190,246,251,356
OG0003500primerGroup7,40,30,36,70,66,143,148,165,130,497,518,690,868,805
OG0003501primerGroup4,19,31,35,76,85,99,96,140,117,356,432,502,527,822
OG0003502primerGroup3,23,32,37,51,79,114,153,173,118,384,430,588,596,954
OG0003503primerGroup4,28,43,41,91,66,102,109,125,139,400,429,552,798,737
OG0003504primerGroup5,0,0,0,0,0,4,0,0,0,25,0,0,0,53
OG0003505primerGroup0,44,41,50,95,81,120,166,165,153,499,519,717,701,1056
OG0003506primerGroup9,30,33,28,48,55,36,41,115,118,410,436,644,772,901
OG0003508primerGroup0,53,35,47,91,86,138,147,181,156,522,557,821,839,1013
OG0003509primerGroup2,25,31,31,35,55,88,94,117,104,313,421,554,588,979
OG0003510primerGroup0,33,45,33,66,77,112,151,156,134,436,591,720,680,1116
OG0003511primerGroup0,31,26,36,78,64,125,89,148,133,418,476,622,697,879
OG0003512primerGroup9,44,47,50,98,63,162,127,160,176,433,461,688,763,761
OG0003513primerGroup5,8,13,14,30,34,56,53,54,69,200,253,383,380,504
OG0003514primerGroup3,21,18,25,25,44,76,89,97,65,278,325,439,397,701
OG0003515primerGroup1,35,42,57,98,107,154,151,176,139,450,569,668,836,854
OG0003516primerGroup0,40,36,36,81,72,134,151,151,154,506,598,706,802,842
OG0003517primerGroup0,41,31,38,97,80,126,129,146,130,453,408,629,627,605
OG0003518primerGroup3,35,31,30,59,81,94,120,132,122,340,441,552,517,1077
OG0003519primerGroup1,55,47,57,83,101,145,192,260,181,502,746,828,812,1496
OG0003520primerGroup3,38,31,32,67,72,90,115,131,100,324,404,529,638,762
OG0003522primerGroup2,29,19,26,51,61,85,71,93,109,249,259,560,453,724
OG0003525primerGroup4,60,53,54,94,74,160,156,212,205,544,558,681,1046,619
OG0003526primerGroup6,46,34,34,71,89,135,128,149,153,533,522,718,637,1013
OG0003527primerGroup5,86,71,82,148,136,238,281,305,270,747,719,1170,1144,1128
OG0003528primerGroup1,0,0,0,0,0,0,4,0,0,5,6,9,7,5
OG0003529primerGroup9,26,20,16,47,59,89,116,111,84,345,364,394,508,574
OG0003530primerGroup3,43,38,47,95,91,167,189,234,160,590,537,714,867,832
OG0003531primerGroup7,16,19,18,50,36,70,59,98,83,197,230,368,358,513
OG0003532primerGroup2,20,14,20,44,39,87,117,115,68,322,371,401,517,710
OG0003535primerGroup5,46,43,39,81,101,157,176,220,149,580,717,807,933,1168
OG0003536primerGroup3,27,32,27,59,69,119,111,135,106,437,415,557,687,561
OG0003537primerGroup1,38,45,54,91,115,177,155,223,170,441,458,664,809,614
OG0003538primerGroup3,63,63,60,124,120,157,172,208,160,536,501,729,929,795
OG0003539primerGroup4,41,46,45,119,101,175,180,199,182,549,601,741,910,898
OG0003540primerGroup4,22,22,28,61,58,97,97,125,108,341,398,492,596,815
OG0003541primerGroup8,53,62,64,148,126,185,222,246,208,593,662,958,1023,1090
OG0003542primerGroup5,14,33,34,76,70,59,60,127,115,293,425,490,566,658
OG0003543primerGroup5,5,2,2,12,12,5,4,18,25,61,91,88,98,217
OG0003544primerGroup0,49,15,73,89,107,59,55,246,236,630,260,1193,429,604
OG0003546primerGroup0,40,28,39,68,80,129,126,161,120,455,452,563,755,796
OG0003547primerGroup3,28,23,31,51,53,99,120,138,127,374,446,537,627,826
OG0003549primerGroup1,6,3,2,10,10,14,19,19,20,75,105,95,87,198
OG0003550primerGroup3,8,8,12,11,16,23,16,24,21,68,141,132,202,234
OG0003551primerGroup8,18,16,19,35,28,50,60,62,54,174,205,301,364,336
OG0003552primerGroup8,51,66,71,147,118,163,170,212,234,671,602,825,1050,819
OG0003553primerGroup0,70,68,91,156,157,210,269,280,291,685,618,975,1113,1086
OG0003555primerGroup3,33,46,41,99,98,110,189,257,172,524,559,738,805,1174
OG0003556primerGroup0,68,66,56,122,149,188,207,260,279,595,748,905,1137,1260
OG0003557primerGroup7,39,45,50,92,93,185,138,208,180,461,573,764,959,1002
OG0003558primerGroup2,13,30,31,58,58,84,107,113,110,271,462,395,489,665
OG0003559primerGroup4,0,0,0,0,0,2,3,3,0,11,9,8,5,21
OG0003560primerGroup3,26,33,32,61,66,69,96,124,109,350,418,495,513,923
OG0003561primerGroup9,68,78,86,144,147,253,208,263,298,509,722,1002,1270,1202
OG0003562primerGroup1,38,49,37,119,110,190,197,209,227,658,616,838,957,1052
OG0003564primerGroup8,11,12,19,43,32,61,74,87,67,177,253,269,372,391
OG0003565primerGroup0,51,86,69,146,133,215,237,241,304,228,789,452,1219,1280
OG0003566primerGroup0,24,31,26,55,79,117,113,154,149,450,459,587,753,695
OG0003567primerGroup9,38,34,60,95,108,152,168,208,170,555,648,870,956,1295
OG0003568primerGroup3,45,47,38,85,117,191,182,177,178,491,632,741,901,1020
OG0003569primerGroup8,18,17,13,36,25,56,44,47,71,203,290,365,408,264
OG0003570primerGroup6,51,66,70,115,102,159,204,228,234,575,641,947,932,1121
OG0003572primerGroup0,85,89,86,181,160,265,263,287,263,726,608,1018,1237,771
OG0003573primerGroup6,64,84,72,168,176,268,293,318,282,732,708,1010,1248,1051
OG0003575primerGroup4,55,62,56,113,98,210,193,236,211,621,680,964,1020,1257
OG0003576primerGroup2,34,85,64,109,119,167,209,248,222,626,717,983,1035,1327
OG0003577primerGroup0,31,30,39,81,89,157,147,159,154,558,551,804,790,1122
OG0003578primerGroup6,31,37,48,93,96,144,164,224,167,574,668,832,948,843
OG0003580primerGroup0,52,69,60,103,125,176,212,208,212,521,588,834,1002,994
OG0003581primerGroup8,29,25,18,59,64,92,118,109,110,415,503,617,655,845
OG0003582primerGroup7,57,75,62,144,132,200,218,279,268,691,774,990,1132,1192
OG0003583primerGroup3,36,43,33,83,84,104,106,164,137,498,327,669,793,736
OG0003584primerGroup2,16,17,14,25,32,38,69,82,61,218,279,293,365,631
OG0003585primerGroup0,10,7,11,19,17,25,32,31,38,126,148,158,203,399
OG0003586primerGroup0,28,37,37,92,81,144,178,187,139,496,580,721,753,1096
OG0003587primerGroup0,67,91,68,159,128,264,203,272,214,764,779,1219,1394,1238
OG0003588primerGroup2,124,149,114,278,248,391,421,554,490,1100,1018,1731,1974,1422
